age,income,loan_amount,credit_score,employment_years,previous_defaults,num_open_accounts,credit_history_years,monthly_debt,debt_to_income_ratio,loan_purpose,home_ownership,education,marital_status,risk
69,52459,30961,544,30,0,7,26,991.5,0.227,car,rent,bachelor,single,0
56,21986,18819,688,9,0,1,25,3699.98,2.019,other,own,other,divorced,1
32,54152,28147,727,15,1,8,10,1339.42,0.297,education,rent,phd,single,0
61,24589,22326,786,36,1,7,14,2313.12,1.129,debt_consolidation,mortgage,bachelor,married,1
39,76329,500,593,19,0,7,25,680.24,0.107,education,rent,master,single,0
32,13361,8300,752,2,0,2,16,1793.55,1.611,small_business,rent,high_school,married,1
29,85716,14422,742,34,0,10,14,3624.83,0.507,debt_consolidation,rent,master,married,0
27,70739,25421,615,33,0,9,22,3982.31,0.676,education,mortgage,bachelor,married,0
48,70834,38133,747,20,1,11,24,1510.83,0.256,debt_consolidation,rent,master,married,0
34,8000,9190,716,35,0,8,11,700.56,1.051,small_business,mortgage,high_school,married,1
51,51785,15663,729,31,1,1,3,1326.36,0.307,debt_consolidation,mortgage,master,single,0
72,88839,24598,801,17,1,11,3,1376.24,0.186,other,own,bachelor,single,0
39,47034,14306,727,33,0,1,20,2613.58,0.667,home_improvement,own,high_school,married,1
67,33048,34729,500,37,0,14,15,2035.01,0.739,debt_consolidation,mortgage,high_school,single,1
36,44083,500,672,2,0,5,14,3096.99,0.843,debt_consolidation,mortgage,high_school,married,1
73,58293,23136,540,2,0,2,7,2835.08,0.584,debt_consolidation,rent,bachelor,divorced,0
25,38715,23018,660,26,2,1,26,1080.1,0.335,debt_consolidation,mortgage,high_school,married,1
55,90845,28824,656,1,1,10,20,3158.6,0.417,debt_consolidation,rent,bachelor,married,0
32,58383,15744,609,2,1,12,19,3405.1,0.7,debt_consolidation,rent,master,single,0
45,46110,25698,578,16,0,13,7,2433.72,0.633,home_improvement,mortgage,other,married,1
72,27466,12010,612,38,0,11,10,3717.9,1.624,debt_consolidation,rent,high_school,divorced,1
41,72111,5383,626,37,0,8,20,3153.5,0.525,debt_consolidation,rent,high_school,married,0
56,71541,3633,640,39,0,12,23,2422.04,0.406,home_improvement,rent,bachelor,single,0
73,40194,500,657,18,0,13,16,3634.05,1.085,debt_consolidation,own,high_school,married,1
43,8000,9703,690,18,0,4,2,2441.4,3.662,debt_consolidation,rent,master,married,1
36,70269,18737,628,4,0,2,6,2132.65,0.364,debt_consolidation,rent,bachelor,married,0
59,55329,12502,739,4,1,14,11,1489.41,0.323,home_improvement,own,bachelor,single,0
65,68401,17375,647,13,0,5,0,3543.17,0.622,debt_consolidation,rent,high_school,single,0
73,108929,29818,714,26,0,12,10,578.64,0.064,debt_consolidation,own,bachelor,married,0
62,59329,8790,628,35,0,11,4,1946.66,0.394,home_improvement,own,other,married,0
59,47154,43083,842,39,0,13,5,2195.91,0.559,debt_consolidation,rent,bachelor,married,1
34,31316,24062,682,34,1,13,13,2263.52,0.867,debt_consolidation,mortgage,other,single,1
51,52189,12636,764,20,0,12,27,2642.37,0.608,debt_consolidation,other,high_school,married,0
25,64014,12364,601,4,1,6,28,2072.6,0.389,medical,mortgage,high_school,single,0
55,61332,2902,618,23,0,8,16,1101.59,0.216,small_business,rent,other,single,0
43,103086,14691,632,38,0,7,22,3442.08,0.401,other,own,bachelor,married,0
49,72477,500,823,23,0,7,24,2664.35,0.441,home_improvement,rent,high_school,single,0
63,56629,30069,635,39,0,1,24,3446.93,0.73,home_improvement,rent,bachelor,married,0
31,42335,500,592,12,1,3,2,1176.57,0.333,other,own,bachelor,married,1
38,66666,15501,741,37,0,3,3,2584.52,0.465,debt_consolidation,rent,bachelor,married,0
67,37324,1272,654,0,0,7,29,2885.28,0.928,home_improvement,mortgage,master,divorced,1
32,64495,6585,634,38,0,12,0,1595.28,0.297,debt_consolidation,rent,high_school,single,0
29,72185,8134,607,9,0,14,28,3267.75,0.543,home_improvement,mortgage,bachelor,single,0
30,54588,38107,684,1,0,2,3,109.78,0.024,debt_consolidation,rent,bachelor,single,0
64,44242,1760,724,15,0,10,13,2420.19,0.656,small_business,rent,bachelor,married,1
37,8000,25971,705,36,0,7,20,2492.92,3.739,other,rent,bachelor,married,1
58,88595,28924,616,15,0,9,6,2181.99,0.296,debt_consolidation,rent,bachelor,single,0
27,70082,500,580,22,0,1,20,2557.19,0.438,small_business,rent,high_school,single,0
66,70690,7615,368,25,0,12,23,752.18,0.128,debt_consolidation,rent,bachelor,married,0
33,20966,32813,583,15,0,14,6,2770.65,1.586,debt_consolidation,own,high_school,married,1
60,94495,500,623,26,0,2,0,1409.58,0.179,car,mortgage,high_school,married,0
62,48369,29379,645,29,0,11,27,1863.01,0.462,debt_consolidation,mortgage,bachelor,divorced,1
29,52780,14785,631,32,0,6,1,1399.13,0.318,home_improvement,mortgage,high_school,married,0
70,33267,14266,846,31,1,2,22,1948.35,0.703,debt_consolidation,other,bachelor,single,1
47,15326,15833,684,8,0,14,2,2524.12,1.976,home_improvement,mortgage,high_school,married,1
22,88933,19110,563,10,0,12,17,3369.54,0.455,home_improvement,mortgage,bachelor,married,0
25,92164,3532,695,36,0,2,10,1985.4,0.259,other,rent,other,married,0
49,55861,11874,677,5,0,5,11,1360.57,0.292,education,mortgage,high_school,single,0
57,43015,19447,576,29,0,7,13,2002.97,0.559,debt_consolidation,rent,bachelor,married,1
58,50573,17122,670,39,0,4,8,2786.33,0.661,debt_consolidation,mortgage,bachelor,married,0
39,51259,19190,687,14,0,13,27,1452.13,0.34,other,rent,high_school,divorced,0
28,30003,6375,721,29,0,6,9,1715.7,0.686,education,mortgage,bachelor,married,1
68,52693,22587,525,17,2,12,12,2295.08,0.523,home_improvement,rent,high_school,married,0
65,63827,16517,695,11,0,3,23,1246.64,0.234,home_improvement,rent,high_school,married,0
21,85453,500,748,3,0,4,23,915.43,0.129,debt_consolidation,mortgage,master,married,0
42,60356,8623,782,15,0,4,2,647.53,0.129,home_improvement,rent,high_school,married,0
72,20591,4253,564,22,1,4,26,1475.18,0.86,small_business,rent,bachelor,married,1
37,68838,4099,639,10,0,12,25,288.54,0.05,debt_consolidation,rent,high_school,married,0
27,53601,9282,646,23,2,1,8,2375.58,0.532,other,mortgage,high_school,married,0
45,94260,22361,697,21,1,13,23,786.05,0.1,debt_consolidation,mortgage,high_school,single,0
65,95736,7478,638,38,0,4,27,1571.84,0.197,debt_consolidation,rent,high_school,single,0
24,96611,17700,599,14,0,4,1,1149.97,0.143,debt_consolidation,mortgage,bachelor,single,0
56,45960,15733,665,14,0,6,22,2558.52,0.668,home_improvement,mortgage,bachelor,married,1
26,109746,5651,626,9,0,9,7,3416.35,0.374,debt_consolidation,mortgage,bachelor,single,0
51,68773,10862,689,27,1,10,27,2569.87,0.448,debt_consolidation,rent,bachelor,single,0
39,100659,25378,593,35,0,6,6,2215.77,0.264,other,rent,master,single,0
64,47434,16797,578,16,0,6,8,2709.43,0.685,debt_consolidation,rent,other,divorced,1
74,52535,21585,742,35,0,7,12,216.96,0.05,debt_consolidation,mortgage,bachelor,single,0
59,66850,30269,809,21,1,7,6,579.09,0.104,home_improvement,mortgage,phd,single,0
47,63796,20219,777,22,0,1,27,470.22,0.088,debt_consolidation,mortgage,bachelor,single,0
30,91370,500,644,28,0,8,6,482.97,0.063,debt_consolidation,rent,master,single,0
46,54196,18247,723,21,0,1,0,1115.89,0.247,debt_consolidation,rent,bachelor,divorced,0
39,89115,7582,601,10,1,9,1,2175.0,0.293,home_improvement,rent,master,divorced,0
59,78305,36723,685,35,3,14,29,547.26,0.084,medical,rent,bachelor,married,0
23,54665,19791,609,28,1,14,20,3746.95,0.823,debt_consolidation,rent,bachelor,married,0
65,76366,7830,737,31,2,4,28,3431.6,0.539,car,rent,bachelor,married,0
33,48168,21798,728,13,1,9,28,3889.41,0.969,debt_consolidation,mortgage,master,single,1
70,118755,16089,795,17,0,8,26,265.75,0.027,debt_consolidation,rent,other,single,0
48,8000,500,633,37,0,9,29,3420.47,5.13,home_improvement,mortgage,high_school,married,1
40,76823,25356,760,36,1,14,16,3234.56,0.505,debt_consolidation,mortgage,bachelor,married,0
48,15885,10133,685,33,0,6,27,3618.21,2.733,home_improvement,mortgage,high_school,married,1
28,54358,32047,655,22,0,9,9,2158.98,0.477,debt_consolidation,own,high_school,single,0
61,57859,13506,673,31,0,4,14,3172.77,0.658,other,rent,master,divorced,0
59,97690,32271,768,2,1,3,15,300.02,0.037,car,rent,bachelor,married,0
21,42696,20098,640,21,1,3,22,395.92,0.111,debt_consolidation,mortgage,bachelor,married,1
23,92700,26689,644,22,1,8,20,562.28,0.073,debt_consolidation,rent,bachelor,single,0
33,30529,9098,505,3,0,2,12,3667.68,1.442,debt_consolidation,other,bachelor,single,1
48,93666,19236,639,12,1,12,20,338.56,0.043,debt_consolidation,rent,high_school,single,0
69,48141,500,668,31,0,6,7,490.58,0.122,car,rent,high_school,divorced,1
45,61835,13475,596,28,0,9,8,3728.6,0.724,medical,mortgage,bachelor,single,0
53,51590,500,579,39,0,9,25,518.83,0.121,debt_consolidation,rent,high_school,married,0
58,92059,1284,520,39,0,8,0,3492.05,0.455,debt_consolidation,rent,high_school,single,0
73,87193,4310,609,9,0,8,25,3178.16,0.437,debt_consolidation,own,high_school,single,0
26,71087,22925,749,12,0,1,3,257.1,0.043,car,rent,master,single,0
64,31203,13231,546,16,0,11,26,185.2,0.071,debt_consolidation,mortgage,high_school,single,1
65,42124,15377,705,37,0,7,17,2184.11,0.622,other,rent,master,single,1
52,34285,12904,711,1,0,14,29,3988.98,1.396,education,rent,bachelor,single,1
65,8000,27968,821,16,1,1,24,3527.44,5.29,other,rent,high_school,single,1
67,91532,15048,722,25,1,9,24,1309.1,0.172,debt_consolidation,rent,bachelor,single,0
41,51804,17986,716,37,0,3,0,1606.61,0.372,home_improvement,rent,bachelor,married,0
36,51537,8156,675,36,0,1,2,1612.83,0.376,education,other,master,single,0
74,97402,28792,650,4,0,8,9,2963.3,0.365,education,mortgage,master,single,0
41,48100,29692,709,24,0,7,23,1430.42,0.357,debt_consolidation,mortgage,high_school,married,1
31,38988,14557,737,8,0,2,1,676.41,0.208,other,rent,master,single,1
57,54381,7988,661,27,1,14,17,3013.72,0.665,other,rent,high_school,divorced,0
56,31683,500,740,21,2,7,1,1886.26,0.714,debt_consolidation,mortgage,high_school,married,1
55,68608,4576,850,28,0,5,12,399.44,0.07,home_improvement,mortgage,high_school,divorced,0
39,50658,500,654,34,0,7,20,3181.2,0.754,debt_consolidation,rent,bachelor,single,0
40,47318,4072,656,19,0,10,29,2382.71,0.604,medical,rent,high_school,single,1
38,45152,19283,643,4,0,12,8,2008.54,0.534,car,rent,bachelor,married,1
67,57344,14395,659,38,2,7,22,2726.04,0.57,debt_consolidation,rent,master,single,0
61,62087,42879,735,31,0,2,28,2070.93,0.4,debt_consolidation,mortgage,master,married,0
69,47000,10547,656,38,0,2,22,2628.84,0.671,debt_consolidation,rent,master,married,1
34,51030,9610,663,9,0,7,1,3483.21,0.819,debt_consolidation,rent,high_school,married,0
35,57961,27753,632,39,0,3,1,2492.71,0.516,debt_consolidation,mortgage,bachelor,married,0
51,55439,500,684,16,0,4,4,2672.44,0.578,car,rent,master,single,0
21,60776,500,614,36,0,14,27,2494.04,0.492,education,mortgage,high_school,married,0
73,43083,22966,564,14,1,7,13,2171.6,0.605,home_improvement,own,master,single,1
74,85114,12654,681,8,0,14,22,770.69,0.109,car,rent,high_school,married,0
74,62420,12930,788,31,1,2,22,1409.14,0.271,debt_consolidation,mortgage,bachelor,single,0
23,47403,3754,629,22,0,13,24,2803.12,0.71,debt_consolidation,rent,bachelor,married,1
36,68609,17877,577,10,2,2,2,1759.36,0.308,education,rent,master,married,0
43,58140,5303,784,12,0,9,13,1683.9,0.348,debt_consolidation,mortgage,bachelor,widowed,0
31,16654,15872,653,17,1,11,0,3061.15,2.206,debt_consolidation,mortgage,master,married,1
32,68523,1098,716,8,0,1,8,121.72,0.021,debt_consolidation,mortgage,high_school,single,0
30,34512,12811,598,4,0,12,15,2748.08,0.955,home_improvement,own,bachelor,married,1
52,83360,39298,650,21,1,12,16,2007.98,0.289,small_business,rent,bachelor,married,0
36,53956,9900,748,31,1,3,7,1569.37,0.349,home_improvement,mortgage,bachelor,married,0
28,79501,13418,659,1,0,10,29,1428.09,0.216,debt_consolidation,mortgage,bachelor,single,0
58,44244,12569,660,20,1,4,14,774.21,0.21,medical,rent,other,single,1
32,61748,17094,545,27,0,5,29,1403.58,0.273,debt_consolidation,own,high_school,single,0
44,90256,20617,705,23,0,3,20,1626.53,0.216,home_improvement,rent,high_school,single,0
48,53274,18086,594,23,1,9,7,1806.05,0.407,debt_consolidation,mortgage,other,married,0
73,45229,18351,728,13,0,5,6,2721.97,0.722,other,mortgage,bachelor,married,1
28,76376,12829,664,36,0,7,8,1868.93,0.294,education,mortgage,bachelor,single,0
48,75891,16203,670,26,0,14,1,3205.51,0.507,home_improvement,rent,high_school,married,0
56,46281,12432,704,23,0,11,24,2594.98,0.673,car,rent,high_school,single,1
46,10363,500,676,5,0,13,9,839.43,0.972,home_improvement,rent,high_school,single,1
28,44749,46567,770,25,0,7,4,1180.98,0.317,debt_consolidation,mortgage,high_school,married,1
70,76933,23738,759,14,0,11,15,409.07,0.064,education,rent,bachelor,married,0
48,40624,3248,564,28,0,9,20,3788.31,1.119,home_improvement,mortgage,master,married,1
48,59726,17760,638,35,1,2,0,3557.55,0.715,car,rent,master,married,0
57,43562,500,708,9,0,3,5,430.71,0.119,debt_consolidation,rent,high_school,single,1
61,11695,9069,584,27,0,4,9,2338.9,2.4,debt_consolidation,rent,high_school,single,1
56,43112,500,540,8,0,8,9,3845.57,1.07,home_improvement,mortgage,bachelor,married,1
47,76828,14385,596,20,0,1,25,3013.86,0.471,home_improvement,mortgage,high_school,single,0
74,8000,500,641,9,0,9,25,2018.07,3.027,debt_consolidation,rent,master,married,1
37,66304,19661,365,3,1,5,18,1040.3,0.188,debt_consolidation,rent,bachelor,single,0
29,30348,23186,572,3,1,4,12,1188.24,0.47,car,other,other,married,1
53,75211,5076,525,5,0,13,25,2971.33,0.474,debt_consolidation,rent,high_school,married,0
73,77857,16930,730,25,0,8,18,3144.24,0.485,debt_consolidation,mortgage,high_school,married,0
40,55701,4440,715,39,1,14,2,2161.9,0.466,home_improvement,mortgage,high_school,married,0
33,55758,21140,669,15,0,9,12,571.7,0.123,debt_consolidation,rent,high_school,single,0
48,39840,6736,657,7,0,3,3,3742.09,1.127,small_business,mortgage,bachelor,single,1
68,26360,24467,688,27,0,14,24,3394.57,1.545,debt_consolidation,own,phd,married,1
49,102452,500,580,15,0,4,28,648.1,0.076,medical,own,high_school,single,0
33,38373,2940,737,37,0,1,7,321.24,0.1,education,mortgage,high_school,married,1
66,99194,1694,656,0,0,12,11,2189.88,0.265,debt_consolidation,mortgage,high_school,single,0
55,38512,17440,714,18,0,14,21,1208.16,0.376,other,rent,bachelor,married,1
26,73129,21661,711,16,2,3,23,1204.67,0.198,education,rent,bachelor,single,0
38,31554,18367,687,27,0,10,23,440.16,0.167,other,rent,bachelor,married,1
71,73084,8892,671,11,0,5,16,3818.2,0.627,home_improvement,own,bachelor,single,0
25,51860,500,666,5,0,13,24,3337.65,0.772,home_improvement,rent,bachelor,single,0
67,52187,15464,645,6,0,8,0,543.95,0.125,home_improvement,rent,bachelor,single,0
45,75250,24456,683,7,0,14,26,3518.74,0.561,debt_consolidation,rent,master,married,0
22,48271,47166,664,2,1,1,1,2763.53,0.687,other,rent,bachelor,divorced,1
30,24296,9907,615,20,0,1,8,1369.22,0.676,car,rent,high_school,single,1
50,79032,7016,692,7,0,3,22,3497.88,0.531,car,rent,high_school,single,0
70,31352,18843,669,27,0,9,25,2432.29,0.931,other,mortgage,high_school,single,1
65,72912,11926,734,29,1,9,0,3409.81,0.561,other,mortgage,bachelor,married,0
25,84324,30304,523,31,1,1,18,1930.14,0.275,debt_consolidation,mortgage,bachelor,widowed,0
53,50612,5301,652,10,0,4,29,2052.54,0.487,education,rent,high_school,single,0
74,89558,12013,599,19,1,12,16,1234.94,0.165,home_improvement,mortgage,master,married,0
21,72044,25514,613,15,0,8,4,1612.0,0.268,home_improvement,mortgage,bachelor,single,0
38,42603,18700,689,24,1,2,14,2314.23,0.652,other,rent,high_school,single,1
52,95035,28934,549,8,0,4,19,3793.53,0.479,medical,rent,master,single,0
67,31458,9761,659,38,0,7,23,2440.46,0.931,car,own,bachelor,divorced,1
69,50582,30159,652,39,0,7,24,674.77,0.16,debt_consolidation,mortgage,high_school,married,0
31,54842,500,576,39,0,5,11,127.29,0.028,car,rent,other,single,0
41,75130,500,661,2,1,7,3,3418.85,0.546,home_improvement,rent,high_school,divorced,0
46,87885,30348,596,15,0,6,14,1520.87,0.208,debt_consolidation,mortgage,master,single,0
45,86319,15088,803,11,0,2,2,1328.37,0.185,home_improvement,mortgage,other,single,0
42,65593,26049,734,14,0,9,13,3222.85,0.59,debt_consolidation,own,bachelor,married,0
47,52993,16193,654,3,0,5,3,3786.92,0.858,home_improvement,mortgage,bachelor,widowed,0
69,14350,14915,619,22,0,2,18,3017.38,2.523,education,rent,master,married,1
33,27146,500,685,26,1,6,5,778.0,0.344,debt_consolidation,mortgage,high_school,married,1
53,104166,14677,703,38,0,10,16,1626.38,0.187,small_business,rent,high_school,divorced,0
54,14098,31339,667,36,0,5,17,3061.65,2.606,debt_consolidation,rent,bachelor,single,1
61,40387,15680,578,12,0,2,7,3637.01,1.081,home_improvement,rent,master,single,1
55,88615,23184,635,36,1,13,18,3994.54,0.541,home_improvement,rent,bachelor,single,0
21,65242,22852,655,39,0,10,19,2095.09,0.385,small_business,own,other,married,0
41,83201,2847,670,20,0,10,11,3307.85,0.477,small_business,mortgage,high_school,married,0
68,73570,25285,671,28,0,7,16,281.86,0.046,debt_consolidation,rent,master,single,0
26,96739,11235,701,28,1,10,18,1214.72,0.151,debt_consolidation,mortgage,master,single,0
48,67385,11884,743,10,0,13,0,1548.9,0.276,car,mortgage,bachelor,married,0
37,76586,40172,720,27,0,2,10,3904.54,0.612,home_improvement,own,other,married,0
25,41893,22167,691,9,0,7,9,113.24,0.032,debt_consolidation,own,high_school,married,1
51,74658,7337,561,4,0,14,15,1301.28,0.209,debt_consolidation,rent,phd,single,0
25,50096,15774,733,24,1,6,4,3728.61,0.893,debt_consolidation,own,master,married,0
58,48672,15439,707,32,1,12,16,1296.05,0.32,debt_consolidation,rent,high_school,single,1
23,82368,35233,632,16,1,12,27,977.76,0.142,home_improvement,rent,bachelor,married,0
73,82540,15473,652,32,0,4,8,2947.35,0.428,home_improvement,rent,bachelor,married,0
43,102211,41495,654,24,1,4,22,3006.82,0.353,home_improvement,rent,high_school,married,0
57,100581,500,619,32,0,12,26,1941.49,0.232,debt_consolidation,own,high_school,single,0
73,82932,14611,527,8,1,6,7,3792.98,0.549,other,mortgage,high_school,married,0
57,16988,5845,571,26,0,9,24,890.56,0.629,home_improvement,mortgage,bachelor,married,1
30,105692,9062,586,24,2,10,9,3662.32,0.416,debt_consolidation,own,bachelor,married,0
30,82949,9322,512,3,0,6,7,3046.48,0.441,debt_consolidation,rent,phd,married,0
39,40853,6464,572,8,0,6,2,1536.01,0.451,home_improvement,rent,high_school,single,1
37,78222,35762,729,14,0,11,22,3246.94,0.498,car,mortgage,bachelor,single,0
41,34068,32070,684,15,0,1,22,619.49,0.218,home_improvement,own,high_school,single,1
34,75465,19831,582,15,1,5,29,610.83,0.097,other,other,bachelor,married,0
29,27093,9307,601,12,0,1,22,3726.76,1.651,small_business,rent,master,single,1
66,39794,6801,736,13,0,11,11,469.64,0.142,medical,own,bachelor,single,1
21,77748,23901,734,21,1,14,23,115.91,0.018,debt_consolidation,own,high_school,married,0
71,86822,18601,654,20,3,9,3,1617.22,0.224,debt_consolidation,rent,bachelor,married,0
65,68135,13262,732,8,1,10,26,505.02,0.089,debt_consolidation,mortgage,high_school,single,0
33,52845,21494,596,3,0,4,21,3465.84,0.787,car,rent,bachelor,widowed,0
24,8000,25692,665,9,0,2,17,3698.5,5.547,debt_consolidation,rent,high_school,married,1
21,54774,13151,546,34,0,9,22,1981.46,0.434,small_business,own,high_school,married,0
69,73337,5552,624,8,0,6,8,1759.34,0.288,debt_consolidation,mortgage,bachelor,divorced,0
60,52080,500,651,15,0,14,20,2202.25,0.507,debt_consolidation,mortgage,master,single,0
52,59435,18007,532,17,0,11,3,982.16,0.198,debt_consolidation,own,bachelor,married,0
54,55359,41006,691,9,1,13,1,1262.07,0.274,debt_consolidation,rent,high_school,married,0
48,51957,1672,703,20,0,10,6,493.81,0.114,debt_consolidation,rent,high_school,single,0
51,61896,28193,720,14,1,3,17,1841.16,0.357,debt_consolidation,rent,phd,married,0
28,53182,6893,813,14,0,13,1,2485.6,0.561,debt_consolidation,mortgage,master,married,0
59,96082,9311,679,10,1,12,24,3727.87,0.466,education,own,high_school,single,0
46,8000,25979,645,39,0,2,1,2982.39,4.473,debt_consolidation,mortgage,master,single,1
54,46353,11936,537,36,0,6,9,2919.95,0.756,debt_consolidation,own,other,single,1
74,38243,17979,677,19,0,10,2,1301.2,0.408,debt_consolidation,mortgage,high_school,single,1
74,65477,17749,689,33,1,6,18,3564.34,0.653,other,mortgage,bachelor,single,0
23,61928,6912,555,21,1,14,1,3793.13,0.735,home_improvement,mortgage,bachelor,single,0
70,100554,25741,633,17,0,12,25,3735.83,0.446,other,own,high_school,married,0
32,108778,14261,650,15,2,12,2,251.33,0.028,home_improvement,rent,high_school,married,0
21,40672,500,687,4,0,9,8,2456.97,0.725,other,rent,bachelor,single,1
74,60012,4290,709,0,0,5,10,2608.58,0.522,debt_consolidation,rent,master,divorced,0
64,64907,500,612,18,0,11,10,1250.75,0.231,debt_consolidation,own,master,married,0
25,40054,15623,664,9,0,12,26,3970.41,1.189,car,own,high_school,single,1
50,75709,30648,690,20,1,9,2,1235.63,0.196,other,rent,bachelor,married,0
50,54012,2434,637,12,0,13,4,944.79,0.21,small_business,own,bachelor,married,0
37,33309,22026,620,23,0,5,11,1988.17,0.716,home_improvement,mortgage,bachelor,married,1
68,53010,20166,699,22,1,2,14,1360.27,0.308,debt_consolidation,mortgage,master,single,0
67,35058,5977,637,22,0,1,22,3703.71,1.268,debt_consolidation,own,bachelor,single,1
43,85916,33438,566,10,0,9,16,1816.3,0.254,debt_consolidation,mortgage,high_school,single,0
35,107538,11728,746,1,0,10,15,1699.58,0.19,debt_consolidation,mortgage,high_school,single,0
57,66120,39123,573,5,0,7,29,2540.86,0.461,debt_consolidation,rent,bachelor,married,0
41,62781,500,643,10,0,3,16,416.35,0.08,debt_consolidation,rent,bachelor,single,0
34,63810,11770,672,14,0,12,14,3051.26,0.574,medical,mortgage,bachelor,single,0
22,89555,13196,681,8,0,6,25,3096.76,0.415,debt_consolidation,rent,bachelor,married,0
31,89017,14512,661,11,0,10,12,1948.7,0.263,debt_consolidation,mortgage,master,married,0
71,57108,23595,444,35,0,4,1,3827.22,0.804,debt_consolidation,mortgage,bachelor,single,0
59,66314,55777,600,27,0,14,16,2359.42,0.427,debt_consolidation,mortgage,other,divorced,0
58,76316,20460,670,22,1,9,0,2811.42,0.442,debt_consolidation,mortgage,high_school,divorced,0
54,31557,15290,642,26,0,2,29,3704.95,1.409,debt_consolidation,other,master,single,1
58,90315,1845,685,23,0,14,29,2698.75,0.359,other,rent,high_school,married,0
70,103370,500,721,13,0,11,9,1784.12,0.207,debt_consolidation,mortgage,bachelor,married,0
54,89125,29043,685,34,0,12,3,196.61,0.026,debt_consolidation,own,bachelor,single,0
38,28860,8438,598,26,0,12,9,2940.37,1.223,home_improvement,rent,bachelor,single,1
50,10749,46249,612,20,0,4,11,3862.98,4.312,debt_consolidation,rent,other,single,1
35,77717,25418,764,12,0,1,27,1933.92,0.299,debt_consolidation,mortgage,high_school,single,0
47,40995,19098,637,7,1,7,2,1425.1,0.417,debt_consolidation,mortgage,bachelor,divorced,1
71,67178,19729,643,33,0,14,0,2125.11,0.38,debt_consolidation,rent,master,married,0
54,98378,19847,685,22,1,4,18,2940.91,0.359,education,rent,high_school,single,0
72,43576,6665,736,8,0,5,0,102.69,0.028,small_business,mortgage,other,married,1
58,50561,500,586,0,0,12,18,3560.13,0.845,debt_consolidation,rent,bachelor,single,0
53,66918,8391,615,35,0,1,3,3556.82,0.638,car,mortgage,master,single,0
44,27562,14779,537,15,0,2,26,2211.06,0.963,debt_consolidation,mortgage,bachelor,single,1
35,41053,7226,629,24,0,12,12,577.28,0.169,debt_consolidation,mortgage,bachelor,single,1
50,60621,500,689,17,0,4,26,2720.04,0.538,debt_consolidation,rent,high_school,single,0
62,52488,6021,624,33,0,2,13,637.6,0.146,home_improvement,mortgage,master,married,0
71,75210,27428,773,37,0,14,13,2079.43,0.332,debt_consolidation,mortgage,high_school,single,0
37,129149,23978,658,2,0,14,23,465.16,0.043,car,own,bachelor,married,0
25,62478,17056,642,19,1,13,2,2397.35,0.46,education,mortgage,high_school,single,0
49,38957,22045,625,18,1,1,18,1340.47,0.413,medical,mortgage,high_school,married,1
24,95456,1416,554,12,0,10,28,3340.87,0.42,debt_consolidation,rent,high_school,married,0
30,20279,5454,643,16,0,1,24,3219.79,1.905,debt_consolidation,own,master,single,1
37,25277,18732,675,13,1,6,10,3994.05,1.896,debt_consolidation,rent,bachelor,married,1
30,45122,2945,641,29,0,2,8,1104.26,0.294,other,mortgage,bachelor,married,1
37,52927,16300,666,21,0,3,5,341.02,0.077,small_business,rent,master,single,0
40,44523,500,603,28,0,5,25,1827.71,0.493,medical,rent,bachelor,single,1
44,59212,500,562,1,0,3,3,425.27,0.086,home_improvement,rent,high_school,married,0
25,66868,23832,642,7,0,6,25,796.15,0.143,home_improvement,rent,bachelor,single,0
54,86723,27324,665,13,1,7,4,2429.47,0.336,debt_consolidation,rent,other,single,0
26,62279,7430,638,33,1,10,28,2409.31,0.464,medical,rent,high_school,married,0
73,45951,500,664,12,0,6,8,268.98,0.07,small_business,rent,bachelor,divorced,1
22,85366,500,704,9,0,2,0,1827.33,0.257,debt_consolidation,rent,bachelor,single,0
33,39557,37104,704,7,1,9,22,2167.85,0.658,debt_consolidation,mortgage,bachelor,married,1
63,19184,16336,710,6,0,2,14,1145.29,0.716,education,mortgage,phd,divorced,1
63,90148,7704,720,12,1,6,10,3500.97,0.466,debt_consolidation,rent,bachelor,single,0
68,88546,10633,684,25,0,9,22,728.28,0.099,medical,mortgage,high_school,married,0
31,40192,500,674,31,0,9,25,1090.22,0.325,debt_consolidation,mortgage,other,single,1
71,50022,22438,786,18,0,2,0,712.28,0.171,debt_consolidation,rent,bachelor,married,0
67,37076,39001,704,14,1,9,29,554.53,0.179,car,rent,high_school,single,1
43,68165,5606,590,1,0,8,16,3528.02,0.621,car,rent,high_school,single,0
36,103301,43601,519,36,0,14,14,1183.65,0.137,debt_consolidation,own,master,married,0
51,77572,13603,633,18,0,7,13,2917.84,0.451,other,own,high_school,married,0
31,85893,35001,693,32,0,13,8,1769.13,0.247,other,rent,bachelor,single,0
74,80493,18686,717,38,0,11,22,2579.91,0.385,home_improvement,mortgage,high_school,married,0
36,59997,18673,562,32,0,8,3,3719.89,0.744,home_improvement,mortgage,other,divorced,0
28,87083,37127,701,0,0,10,8,3393.97,0.468,home_improvement,rent,master,married,0
24,78625,24392,729,38,1,8,27,369.05,0.056,home_improvement,own,bachelor,married,0
60,95986,19498,692,27,1,1,4,3396.29,0.425,other,rent,bachelor,divorced,0
24,48511,500,679,16,0,9,2,1862.11,0.461,debt_consolidation,mortgage,master,married,1
45,16547,500,640,5,1,6,17,1465.57,1.063,debt_consolidation,mortgage,other,married,1
23,86131,20502,617,19,0,1,8,2722.31,0.379,other,mortgage,master,divorced,0
